filename,filename_neg,Caption,Caption_neg,logit_pos,logit_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000001.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000001.png,A mammogram displaying a smoothly contoured mass suggestive of a benign breast tumor.,A breast mammogram displaying normal breast structures with no signs of disease or masses.,29.153871536254883,30.23546028137207
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000002.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000002.png,"A medical breast mammogram showing a well-defined, round mass suggestive of a benign breast tumor.","A breast imaging scan displaying normal, well-distributed breast tissue with no evidence of masses or tumors.",49.39821243286133,34.21512985229492
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000003.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000003.png,"A breast imaging scan showing a well-circumscribed, smooth mass indicative of a benign breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",34.97233963012695,13.289280891418457
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000004.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000004.png,"A mammogram showing a sharply marginated, round mass suggestive of a benign breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,13.131397247314453,29.75960350036621
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000005.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000005.png,"A breast scan showing a smooth, encapsulated mass likely representing a benign breast tumor.",A breast mammogram displaying normal breast structures with no signs of disease or masses.,38.088497161865234,34.32841491699219
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000006.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000006.png,"A medical breast mammogram detecting a non-aggressive, well-defined mass characteristic of a benign tumor.","A mammogram revealing normal breast tissue with no visible masses, calcifications, or distortions.",31.140966415405273,9.021913528442383
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000007.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000007.png,"A medical breast mammogram showing a smooth, well-circumscribed mass suggestive of a benign breast tumor.","A medical breast mammogram showing clear breast tissue with no visible abnormalities, indicating a normal scan.",24.745622634887695,26.908283233642578
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000008.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000008.png,"A mammogram displaying a round, homogeneous mass indicative of a benign breast tumor.","A mammogram showing no abnormalities in the breast tissue, suggestive of a normal, healthy breast.",43.766746520996094,35.95534896850586
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000009.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000009.png,"A breast imaging scan showing a well-circumscribed, smooth mass indicative of a benign breast tumor.",A medical mammogram displaying well-organized breast tissue with no evidence of abnormalities.,22.65188980102539,27.643638610839844
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/UDIAT2/test_images/000010.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/generated_neg_output/udiat_clip_image2prompt_closedform/000010.png,"A breast imaging study revealing a well-marginated, round mass indicative of a benign breast tumor.","A medical breast mammogram showing clear breast tissue with no visible abnormalities, indicating a normal scan.",26.754844665527344,28.880857467651367
